0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5402384996414185,0.8367025852203369,-5.611990872012029e-08,0.5020424127578735,0.7883453369140625,-0.030284125357866287,0.4920074939727783,0.7047424912452698,-0.04547949880361557,0.5221027731895447,0.6415723562240601,-0.060937877744436264,0.5662334561347961,0.6236293911933899,-0.07520003616809845,0.5223186612129211,0.6061255931854248,-0.015182338654994965,0.5412997007369995,0.5121874213218689,-0.04011259600520134,0.5577563643455505,0.4574087858200073,-0.0549498051404953,0.5709667801856995,0.4099733233451843,-0.06447847932577133,0.5597019195556641,0.6276572942733765,-0.016546957194805145,0.5737231969833374,0.561585545539856,-0.060085128992795944,0.5567653775215149,0.6192628145217896,-0.07159925252199173,0.5426158905029297,0.6621943116188049,-0.06564286351203918,0.5937856435775757,0.6578340530395508,-0.022171443328261375,0.600374698638916,0.6186326742172241,-0.06501626968383789,0.577296257019043,0.6838151812553406,-0.0588773675262928,0.5647270083427429,0.723234236240387,-0.03972771763801575,0.6245573163032532,0.697167694568634,-0.030520332977175713,0.63358074426651,0.6510174870491028,-0.05576425790786743,0.6135364770889282,0.6929677128791809,-0.046071652323007584,0.6006768941879272,0.7243637442588806,-0.03005306050181389,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
